MÊS ;DATA;TRANSPORTADORA;LIBERADOS;MALHA ;OPERAÇÃO;TOTAL TRANSPORTADORAS;% MALHA
Agosto;2025-08-06;TRILOG;5;1;Direta;6;0.167
Agosto;2025-08-06;REU;26;3;Direta;29;0.103
Agosto;2025-08-06;Riviera;5;0;Direta;5;0.0
Agosto;2025-08-07;FE;41;3;LML;44;0.068
Agosto;2025-08-07;DMD;29;2;LML;31;0.065
Agosto;2025-08-07;Zumpy;53;5;LML;58;0.086
Agosto;2025-08-07;Zoom;12;0;LML;12;0.0
Agosto;2025-08-07;Assis Rio;43;3;Direta;46;0.065
Agosto;2025-08-07;PJ;16;2;Direta;18;0.111
Agosto;2025-08-07;TRILOG;6;1;Direta;7;0.143
Agosto;2025-08-07;REU;23;3;Direta;26;0.115
Agosto;2025-08-07;Riviera;7;0;Direta;7;0.0
Agosto;2025-08-08;FE;41;1;LML;42;0.024
Agosto;2025-08-08;DMD;27;2;LML;29;0.069
Agosto;2025-08-08;Zumpy;52;5;LML;57;0.088
Agosto;2025-08-08;Zoom;11;1;LML;12;0.083
Agosto;2025-08-08;Assis Rio;42;2;Direta;44;0.045
Agosto;2025-08-08;PJ;13;0;Direta;13;0.0
Agosto;2025-08-08;TRILOG;6;0;Direta;6;0.0
Agosto;2025-08-08;REU;31;5;Direta;36;0.139
Agosto;2025-08-08;Riviera;6;2;Direta;8;0.25
Agosto;2025-08-09;FE;30;2;LML;32;0.063
Agosto;2025-08-09;DMD;16;3;LML;19;0.158
Agosto;2025-08-09;Zumpy;41;3;LML;44;0.068
Agosto;2025-08-09;Zoom;7;2;LML;9;0.222
Agosto;2025-08-09;Assis Rio;36;4;Direta;40;0.1
Agosto;2025-08-09;PJ;16;3;Direta;19;0.158
Agosto;2025-08-09;TRILOG;3;1;Direta;4;0.25
Agosto;2025-08-09;REU;27;2;Direta;29;0.069
Agosto;2025-08-09;Riviera;2;0;Direta;2;0.0
Agosto;2025-08-10;FE;0;0;LML;0;0.0
Agosto;2025-08-10;DMD;0;0;LML;0;0.0
Agosto;2025-08-10;Zumpy;0;0;LML;0;0.0
Agosto;2025-08-10;Zoom;0;0;LML;0;0.0
Agosto;2025-08-10;Assis Rio;0;0;Direta;0;0.0
Agosto;2025-08-10;PJ;0;0;Direta;0;0.0
Agosto;2025-08-10;TRILOG;0;0;Direta;0;0.0
Agosto;2025-08-10;REU;0;0;Direta;0;0.0
Agosto;2025-08-10;Riviera;0;0;Direta;0;0.0
Agosto;2025-08-11;FE;38;2;LML;40;0.05
Agosto;2025-08-11;DMD;22;3;LML;25;0.12
Agosto;2025-08-11;Zumpy;47;3;LML;50;0.06
Agosto;2025-08-11;Zoom;10;1;LML;11;0.091
Agosto;2025-08-11;Assis Rio;43;3;Direta;46;0.065
Agosto;2025-08-11;PJ;14;1;Direta;15;0.067
Agosto;2025-08-11;TRILOG;6;1;Direta;7;0.143
Agosto;2025-08-11;REU;33;2;Direta;35;0.057
Agosto;2025-08-11;Riviera;7;1;Direta;8;0.125
Agosto;2025-08-12;FE;39;4;LML;43;0.093
Agosto;2025-08-12;DMD;19;1;LML;20;0.05
Agosto;2025-08-12;Zumpy;51;3;LML;54;0.056
Agosto;2025-08-12;Zoom;9;1;LML;10;0.1
Agosto;2025-08-12;Assis Rio;39;2;Direta;41;0.049
Agosto;2025-08-12;PJ;15;0;Direta;15;0.0
Agosto;2025-08-12;TRILOG;7;1;Direta;8;0.125
Agosto;2025-08-12;REU;28;5;Direta;33;0.152
Agosto;2025-08-12;Riviera;6;1;Direta;7;0.143
Agosto;2025-08-13;FE;40;4;LML;44;0.091
Agosto;2025-08-13;DMD;11;0;LML;11;0.0
Agosto;2025-08-13;Zumpy;53;4;LML;57;0.07
Agosto;2025-08-13;Zoom;11;1;LML;12;0.083
Agosto;2025-08-13;Assis Rio;42;6;Direta;48;0.125
Agosto;2025-08-13;PJ;14;1;Direta;15;0.067
Agosto;2025-08-13;TRILOG;5;1;Direta;6;0.167
Agosto;2025-08-13;REU;29;0;Direta;29;0.0
Agosto;2025-08-13;Riviera;5;1;Direta;6;0.167
Agosto;2025-08-14;FE;41;2;LML;43;0.047
Agosto;2025-08-14;DMD;28;3;LML;31;0.097
Agosto;2025-08-14;Zumpy;52;4;LML;56;0.071
Agosto;2025-08-14;Zoom;12;0;LML;12;0.0
Agosto;2025-08-14;Assis Rio;42;3;Direta;45;0.067
Agosto;2025-08-14;PJ;17;2;Direta;19;0.105
Agosto;2025-08-14;TRILOG;6;3;Direta;9;0.333
Agosto;2025-08-14;REU;22;1;Direta;23;0.043
Agosto;2025-08-14;Riviera;5;0;Direta;5;0.0
Agosto;2025-08-15;FE;41;2;LML;43;0.047
Agosto;2025-08-15;DMD;27;2;LML;29;0.069
Agosto;2025-08-15;Zumpy;53;2;LML;55;0.036
Agosto;2025-08-15;Zoom;12;3;LML;15;0.2
Agosto;2025-08-15;Assis Rio;44;2;Direta;46;0.043
Agosto;2025-08-15;PJ;14;2;Direta;16;0.125
Agosto;2025-08-15;TRILOG;6;1;Direta;7;0.143
Agosto;2025-08-15;REU;30;1;Direta;31;0.032
Agosto;2025-08-15;Riviera;6;2;Direta;8;0.25
Agosto;2025-08-16;FE;29;4;LML;33;0.121
Agosto;2025-08-16;DMD;19;2;LML;21;0.095
Agosto;2025-08-16;Zumpy;38;2;LML;40;0.05
Agosto;2025-08-16;Zoom;9;1;LML;10;0.1
Agosto;2025-08-16;Assis Rio;35;2;Direta;37;0.054
Agosto;2025-08-16;PJ;16;3;Direta;19;0.158
Agosto;2025-08-16;TRILOG;4;1;Direta;5;0.2
Agosto;2025-08-16;REU;24;2;Direta;26;0.077
Agosto;2025-08-16;Riviera;4;1;Direta;5;0.2
Agosto;2025-08-17;FE;0;0;LML;0;0.0
Agosto;2025-08-17;DMD;0;0;LML;0;0.0
Agosto;2025-08-17;Zumpy;0;0;LML;0;0.0
Agosto;2025-08-17;Zoom;0;0;LML;0;0.0
Agosto;2025-08-17;Assis Rio;0;0;Direta;0;0.0
Agosto;2025-08-17;PJ;0;0;Direta;0;0.0
Agosto;2025-08-17;TRILOG;0;0;Direta;0;0.0
Agosto;2025-08-17;REU;0;0;Direta;0;0.0
Agosto;2025-08-17;Riviera;0;0;Direta;0;0.0
Agosto;2025-08-18;FE;37;2;LML;39;0.051
Agosto;2025-08-18;DMD;29;2;LML;31;0.065
Agosto;2025-08-18;Zumpy;53;4;LML;57;0.07
Agosto;2025-08-18;Zoom;10;1;LML;11;0.091
Agosto;2025-08-18;Assis Rio;44;1;Direta;45;0.022
Agosto;2025-08-18;PJ;15;2;Direta;17;0.118
Agosto;2025-08-18;TRILOG;6;1;Direta;7;0.143
Agosto;2025-08-18;REU;33;5;Direta;38;0.132
Agosto;2025-08-18;Riviera;8;3;Direta;11;0.273
Agosto;2025-08-19;FE;41;3;LML;44;0.068
Agosto;2025-08-19;DMD;29;4;LML;33;0.121
Agosto;2025-08-19;Zumpy;55;4;LML;59;0.068
Agosto;2025-08-19;Zoom;11;1;LML;12;0.083
Agosto;2025-08-19;Assis Rio;44;4;Direta;48;0.083
Agosto;2025-08-19;PJ;16;3;Direta;19;0.158
Agosto;2025-08-19;TRILOG;7;0;Direta;7;0.0
Agosto;2025-08-19;REU;23;2;Direta;25;0.08
Agosto;2025-08-19;Riviera;5;0;Direta;5;0.0
Agosto;2025-08-20;FE;40;2;LML;42;0.048
Agosto;2025-08-20;DMD;27;3;LML;30;0.1
Agosto;2025-08-20;Zumpy;53;2;LML;55;0.036
Agosto;2025-08-20;Zoom;12;2;LML;14;0.143
Agosto;2025-08-20;Assis Rio;43;2;Direta;45;0.044
Agosto;2025-08-20;PJ;14;3;Direta;17;0.176
Agosto;2025-08-20;TRILOG;5;1;Direta;6;0.167
Agosto;2025-08-20;REU;26;4;Direta;30;0.133
Agosto;2025-08-20;Riviera;6;0;Direta;6;0.0
Agosto;2025-08-21;FE;41;2;LML;43;0.047
Agosto;2025-08-21;DMD;29;2;LML;31;0.065
Agosto;2025-08-21;Zumpy;56;4;LML;60;0.067
Agosto;2025-08-21;Zoom;12;2;LML;14;0.143
Agosto;2025-08-21;Assis Rio;42;4;Direta;46;0.087
Agosto;2025-08-21;PJ;15;1;Direta;16;0.063
Agosto;2025-08-21;TRILOG;7;1;Direta;8;0.125
Agosto;2025-08-21;REU;24;3;Direta;27;0.111
Agosto;2025-08-21;Riviera;4;0;Direta;4;0.0
Agosto;2025-08-22;FE;40;4;LML;44;0.091
Agosto;2025-08-22;DMD;25;4;LML;29;0.138
Agosto;2025-08-22;Zumpy;1;0;LML;1;0.0
Agosto;2025-08-22;Zoom;11;1;LML;12;0.083
Agosto;2025-08-22;Assis Rio;44;2;Direta;46;0.043
Agosto;2025-08-22;PJ;10;3;Direta;13;0.231
Agosto;2025-08-22;TRILOG;5;1;Direta;6;0.167
Agosto;2025-08-22;REU;27;2;Direta;29;0.069
Agosto;2025-08-22;Riviera;4;0;Direta;4;0.0
Agosto;2025-08-23;FE;29;2;LML;31;0.065
Agosto;2025-08-23;DMD;21;1;LML;22;0.045
Agosto;2025-08-23;Zumpy;48;5;LML;53;0.094
Agosto;2025-08-23;Zoom;8;1;LML;9;0.111
Agosto;2025-08-23;Assis Rio;35;3;Direta;38;0.079
Agosto;2025-08-23;PJ;18;2;Direta;20;0.1
Agosto;2025-08-23;TRILOG;5;1;Direta;6;0.167
Agosto;2025-08-23;REU;23;1;Direta;24;0.042
Agosto;2025-08-23;Riviera;3;1;Direta;4;0.25
Agosto;2025-08-24;FE;39;3;LML;42;0.071
Agosto;2025-08-24;DMD;21;0;LML;21;0.0
Agosto;2025-08-24;Zumpy;51;6;LML;57;0.105
Agosto;2025-08-24;Zoom;11;1;LML;12;0.083
Agosto;2025-08-24;Assis Rio;44;5;Direta;49;0.102
Agosto;2025-08-24;PJ;14;2;Direta;16;0.125
Agosto;2025-08-24;TRILOG;6;0;Direta;6;0.0
Agosto;2025-08-24;REU;29;1;Direta;30;0.033
Agosto;2025-08-24;Riviera;6;3;Direta;9;0.333
Agosto;2025-08-25;FE;39;3;LML;42;0.071
Agosto;2025-08-25;DMD;21;0;LML;21;0.0
Agosto;2025-08-25;Zumpy;51;6;LML;57;0.105
Agosto;2025-08-25;Zoom;11;1;LML;12;0.083
Agosto;2025-08-25;Assis Rio;44;5;Direta;49;0.102
Agosto;2025-08-25;PJ;14;2;Direta;16;0.125
Agosto;2025-08-25;TRILOG;6;0;Direta;6;0.0
Agosto;2025-08-25;REU;29;1;Direta;30;0.033
Agosto;2025-08-25;Riviera;6;2;Direta;8;0.25
Agosto;2025-08-26;FE;38;3;LML;41;0.073
Agosto;2025-08-26;DMD;21;2;LML;23;0.087
Agosto;2025-08-26;Zumpy;52;3;LML;55;0.055
Agosto;2025-08-26;Zoom;11;1;LML;12;0.083
Agosto;2025-08-26;Assis Rio;42;4;Direta;46;0.087
Agosto;2025-08-26;PJ;15;3;Direta;18;0.167
Agosto;2025-08-26;TRILOG;5;0;Direta;5;0.0
Agosto;2025-08-26;REU;26;3;Direta;29;0.103
Agosto;2025-08-26;Riviera;6;0;Direta;6;0.0
Agosto;2025-08-27;FE;38;2;LML;40;0.05
Agosto;2025-08-27;DMD;23;3;LML;26;0.115
Agosto;2025-08-27;Zumpy;56;4;LML;60;0.067
Agosto;2025-08-27;Zoom;11;1;LML;12;0.083
Agosto;2025-08-27;Assis Rio;34;2;Direta;36;0.056
Agosto;2025-08-27;PJ;14;3;Direta;17;0.176
Agosto;2025-08-27;TRILOG;4;1;Direta;5;0.2
Agosto;2025-08-27;REU;22;3;Direta;25;0.12
Agosto;2025-08-27;Riviera;5;0;Direta;5;0.0
Agosto;2025-08-28;FE;35;1;LML;36;0.028
Agosto;2025-08-28;DMD;22;3;LML;25;0.12
Agosto;2025-08-28;Zumpy;52;4;LML;56;0.071
Agosto;2025-08-28;Zoom;12;1;LML;13;0.077
Agosto;2025-08-28;Assis Rio;44;4;Direta;48;0.083
Agosto;2025-08-28;PJ;14;1;Direta;15;0.067
Agosto;2025-08-28;TRILOG;5;0;Direta;5;0.0
Agosto;2025-08-28;REU;24;5;Direta;29;0.172
Agosto;2025-08-28;Riviera;5;0;Direta;5;0.0
Agosto;2025-08-29;FE;37;2;LML;39;0.051
Agosto;2025-08-29;DMD;20;2;LML;22;0.091
Agosto;2025-08-29;Zumpy;55;3;LML;58;0.052
Agosto;2025-08-29;Zoom;12;2;LML;14;0.143
Agosto;2025-08-29;Assis Rio;43;3;Direta;46;0.065
Agosto;2025-08-29;PJ;10;2;Direta;12;0.167
Agosto;2025-08-29;TRILOG;0;0;Direta;0;0.0
Agosto;2025-08-29;REU;27;2;Direta;29;0.069
Agosto;2025-08-29;Riviera;5;0;Direta;5;0.0
Agosto;2025-08-30;FE;25;2;LML;27;0.074
Agosto;2025-08-30;DMD;12;3;LML;15;0.2
Agosto;2025-08-30;Zumpy;34;3;LML;37;0.081
Agosto;2025-08-30;Zoom;9;1;LML;10;0.1
Agosto;2025-08-30;Assis Rio;37;4;Direta;41;0.098
Agosto;2025-08-30;PJ;17;3;Direta;20;0.15
Agosto;2025-08-30;TRILOG;0;0;Direta;0;0.0
Agosto;2025-08-30;REU;25;2;Direta;27;0.074
Agosto;2025-08-30;Riviera;2;1;Direta;3;0.333
Setembro;2025-09-01;FE;34;3;LML;37;0.081
Setembro;2025-09-01;DMD;19;3;LML;22;0.136
Setembro;2025-09-01;Zumpy;50;3;LML;53;0.057
Setembro;2025-09-01;Zoom;11;1;LML;12;0.083
Setembro;2025-09-01;Assis Rio;44;4;Direta;48;0.083
Setembro;2025-09-01;PJ;15;3;Direta;18;0.167
Setembro;2025-09-01;TRILOG;0;0;Direta;0;0.0
Setembro;2025-09-01;REU;30;1;Direta;31;0.032
Setembro;2025-09-01;Riviera;8;1;Direta;9;0.111
Setembro;2025-09-02;FE;33;4;LML;37;0.108
Setembro;2025-09-02;DMD;18;2;LML;20;0.1
Setembro;2025-09-02;Zumpy;51;3;LML;54;0.056
Setembro;2025-09-02;Zoom;10;0;LML;10;0.0
Setembro;2025-09-02;Assis Rio;44;2;Direta;46;0.043
Setembro;2025-09-02;PJ;15;2;Direta;17;0.118
Setembro;2025-09-02;TRILOG;7;1;Direta;8;0.125
Setembro;2025-09-02;REU;28;2;Direta;30;0.067
Setembro;2025-09-02;Riviera;5;1;Direta;6;0.167
Setembro;2025-09-03;FE;37;2;LML;39;0.051
Setembro;2025-09-03;DMD;20;2;LML;22;0.091
Setembro;2025-09-03;Zumpy;54;5;LML;59;0.085
Setembro;2025-09-03;Zoom;12;0;LML;12;0.0
Setembro;2025-09-03;Assis Rio;45;4;Direta;49;0.082
Setembro;2025-09-03;PJ;15;3;Direta;18;0.167
Setembro;2025-09-03;TRILOG;5;1;Direta;6;0.167
Setembro;2025-09-03;REU;23;1;Direta;24;0.042
Setembro;2025-09-03;Riviera;5;0;Direta;5;0.0
Setembro;2025-09-04;FE;39;5;LML;44;0.114
Setembro;2025-09-04;DMD;21;1;LML;22;0.045
Setembro;2025-09-04;Zumpy;55;2;LML;57;0.035
Setembro;2025-09-04;Zoom;12;2;LML;14;0.143
Setembro;2025-09-04;Assis Rio;43;4;Direta;47;0.085
Setembro;2025-09-04;PJ;14;1;Direta;15;0.067
Setembro;2025-09-04;TRILOG;7;1;Direta;8;0.125
Setembro;2025-09-04;REU;24;2;Direta;26;0.077
Setembro;2025-09-04;Riviera;5;1;Direta;6;0.167
Setembro;2025-09-05;FE;33;4;LML;37;0.108
Setembro;2025-09-05;DMD;21;2;LML;23;0.087
Setembro;2025-09-05;Zumpy;54;4;LML;58;0.069
Setembro;2025-09-05;Zoom;9;0;LML;9;0.0
Setembro;2025-09-05;Assis Rio;45;3;Direta;48;0.063
Setembro;2025-09-05;PJ;14;2;Direta;16;0.125
Setembro;2025-09-05;TRILOG;7;1;Direta;8;0.125
Setembro;2025-09-05;REU;31;2;Direta;33;0.061
Setembro;2025-09-05;Riviera;6;0;Direta;6;0.0
Setembro;2025-09-06;FE;29;6;LML;35;0.171
Setembro;2025-09-06;DMD;1;0;LML;1;0.0
Setembro;2025-09-06;Zumpy;0;0;LML;0;0.0
Setembro;2025-09-06;Zoom;9;1;LML;10;0.1
Setembro;2025-09-06;Assis Rio;39;2;Direta;41;0.049
Setembro;2025-09-06;PJ;17;2;Direta;19;0.105
Setembro;2025-09-06;TRILOG;4;0;Direta;4;0.0
Setembro;2025-09-06;REU;29;4;Direta;33;0.121
Setembro;2025-09-06;Riviera;2;0;Direta;2;0.0
Setembro;2025-09-07;FE;0;0;LML;0;0.0
Setembro;2025-09-07;DMD;0;0;LML;0;0.0
Setembro;2025-09-07;Zumpy;0;0;LML;0;0.0
Setembro;2025-09-07;Zoom;0;0;LML;0;0.0
Setembro;2025-09-07;Assis Rio;0;0;Direta;0;0.0
Setembro;2025-09-07;PJ;0;0;Direta;0;0.0
Setembro;2025-09-07;TRILOG;0;0;Direta;0;0.0
Setembro;2025-09-07;REU;0;0;Direta;0;0.0
Setembro;2025-09-07;Riviera;0;0;Direta;0;0.0
Setembro;2025-09-07;FE;38;3;LML;41;0.073
Setembro;2025-09-07;DMD;0;0;LML;0;0.0
Setembro;2025-09-07;Zumpy;51;4;LML;55;0.073
Setembro;2025-09-07;Zoom;10;1;LML;11;0.091
Setembro;2025-09-07;Assis Rio;45;4;Direta;49;0.082
Setembro;2025-09-07;PJ;16;2;Direta;18;0.111
Setembro;2025-09-07;TRILOG;6;1;Direta;7;0.143
Setembro;2025-09-07;REU;27;2;Direta;29;0.069
Setembro;2025-09-07;Riviera;7;0;Direta;7;0.0
Setembro;2025-09-08;FE;38;3;LML;41;0.073
Setembro;2025-09-08;DMD;0;0;LML;0;0.0
Setembro;2025-09-08;Zumpy;51;4;LML;55;0.073
Setembro;2025-09-08;Zoom;10;1;LML;11;0.091
Setembro;2025-09-08;Assis Rio;45;4;Direta;49;0.082
Setembro;2025-09-08;PJ;16;2;Direta;18;0.111
Setembro;2025-09-08;TRILOG;6;1;Direta;7;0.143
Setembro;2025-09-08;REU;27;2;Direta;29;0.069
Setembro;2025-09-08;Riviera;7;0;Direta;7;0.0
Setembro;2025-09-09;FE;40;3;LML;43;0.07
Setembro;2025-09-09;DMD;18;2;LML;20;0.1
Setembro;2025-09-09;Zumpy;0;0;LML;0;0.0
Setembro;2025-09-09;Zoom;11;2;LML;13;0.154
Setembro;2025-09-09;Assis Rio;45;3;Direta;48;0.063
Setembro;2025-09-09;PJ;0;0;Direta;0;0.0
Setembro;2025-09-09;TRILOG;7;1;Direta;8;0.125
Setembro;2025-09-09;REU;28;3;Direta;31;0.097
Setembro;2025-09-09;Riviera;0;0;Direta;0;0.0
Setembro;2025-09-10;FE;38;6;LML;44;0.136
Setembro;2025-09-10;DMD;17;3;LML;20;0.15
Setembro;2025-09-10;Zumpy;53;2;LML;55;0.036
Setembro;2025-09-10;Zoom;11;1;LML;12;0.083
Setembro;2025-09-10;Assis Rio;47;5;Direta;52;0.096
Setembro;2025-09-10;PJ;17;2;Direta;19;0.105
Setembro;2025-09-10;TRILOG;6;0;Direta;6;0.0
Setembro;2025-09-10;REU;25;2;Direta;27;0.074
Setembro;2025-09-10;Riviera;7;0;Direta;7;0.0
Setembro;2025-09-11;FE;38;2;LML;40;0.05
Setembro;2025-09-11;DMD;21;2;LML;23;0.087
Setembro;2025-09-11;Zumpy;54;3;LML;57;0.053
Setembro;2025-09-11;Zoom;11;3;LML;14;0.214
Setembro;2025-09-11;Assis Rio;44;3;Direta;47;0.064
Setembro;2025-09-11;PJ;16;2;Direta;18;0.111
Setembro;2025-09-11;TRILOG;7;2;Direta;9;0.222
Setembro;2025-09-11;REU;25;2;Direta;27;0.074
Setembro;2025-09-11;Riviera;7;1;Direta;8;0.125
Setembro;2025-09-12;FE;36;3;LML;39;0.077
Setembro;2025-09-12;DMD;19;2;LML;21;0.095
Setembro;2025-09-12;Zumpy;53;3;LML;56;0.054
Setembro;2025-09-12;Zoom;10;2;LML;12;0.167
Setembro;2025-09-12;Assis Rio;42;3;Direta;45;0.067
Setembro;2025-09-12;PJ;16;2;Direta;18;0.111
Setembro;2025-09-12;TRILOG;6;0;Direta;6;0.0
Setembro;2025-09-12;REU;22;3;Direta;25;0.12
Setembro;2025-09-12;Riviera;6;1;Direta;7;0.143
Setembro;2025-09-13;FE;24;4;LML;28;0.143
Setembro;2025-09-13;DMD;15;1;LML;16;0.063
Setembro;2025-09-13;Zumpy;45;4;LML;49;0.082
Setembro;2025-09-13;Zoom;10;0;LML;10;0.0
Setembro;2025-09-13;Assis Rio;39;5;Direta;44;0.114
Setembro;2025-09-13;PJ;17;3;Direta;20;0.15
Setembro;2025-09-13;TRILOG;4;1;Direta;5;0.2
Setembro;2025-09-13;REU;28;0;Direta;28;0.0
Setembro;2025-09-13;Riviera;3;0;Direta;3;0.0
Setembro;2025-09-14;FE;2;0;LML;2;0.0
Setembro;2025-09-14;DMD;9;0;LML;9;0.0
Setembro;2025-09-14;Zumpy;10;0;LML;10;0.0
Setembro;2025-09-14;Zoom;0;0;LML;0;0.0
Setembro;2025-09-14;Assis Rio;0;0;Direta;0;0.0
Setembro;2025-09-14;PJ;0;0;Direta;0;0.0
Setembro;2025-09-14;TRILOG;0;0;Direta;0;0.0
Setembro;2025-09-14;REU;0;0;Direta;0;0.0
Setembro;2025-09-14;Riviera;0;0;Direta;0;0.0
Setembro;2025-09-15;FE;39;4;LML;43;0.093
Setembro;2025-09-15;DMD;15;2;LML;17;0.118
Setembro;2025-09-15;Zumpy;50;2;LML;52;0.038
Setembro;2025-09-15;Zoom;10;1;LML;11;0.091
Setembro;2025-09-15;Assis Rio;49;3;Direta;52;0.058
Setembro;2025-09-15;PJ;16;2;Direta;18;0.111
Setembro;2025-09-15;TRILOG;7;1;Direta;8;0.125
Setembro;2025-09-15;REU;34;3;Direta;37;0.081
Setembro;2025-09-15;Riviera;8;1;Direta;9;0.111
Setembro;2025-09-16;FE;33;5;LML;38;0.132
Setembro;2025-09-16;DMD;19;3;LML;22;0.136
Setembro;2025-09-16;Zumpy;53;2;LML;55;0.036
Setembro;2025-09-16;Zoom;8;0;LML;8;0.0
Setembro;2025-09-16;Assis Rio;44;3;Direta;47;0.064
Setembro;2025-09-16;PJ;17;3;Direta;20;0.15
Setembro;2025-09-16;TRILOG;7;2;Direta;9;0.222
Setembro;2025-09-16;REU;27;1;Direta;28;0.036
Setembro;2025-09-16;Riviera;6;0;Direta;6;0.0
Setembro;2025-09-17;FE;0;0;LML;0;0.0
Setembro;2025-09-17;DMD;16;3;LML;19;0.158
Setembro;2025-09-17;Zumpy;56;5;LML;61;0.082
Setembro;2025-09-17;Zoom;10;1;LML;11;0.091
Setembro;2025-09-17;Assis Rio;44;3;Direta;47;0.064
Setembro;2025-09-17;PJ;0;0;Direta;0;0.0
Setembro;2025-09-17;TRILOG;5;2;Direta;7;0.286
Setembro;2025-09-17;REU;30;5;Direta;35;0.143
Setembro;2025-09-17;Riviera;6;1;Direta;7;0.143
Setembro;2025-09-18;FE;0;0;LML;0;0.0
Setembro;2025-09-18;DMD;16;2;LML;18;0.111
Setembro;2025-09-18;Zumpy;53;5;LML;58;0.086
Setembro;2025-09-18;Zoom;11;3;LML;14;0.214
Setembro;2025-09-18;Assis Rio;43;4;Direta;47;0.085
Setembro;2025-09-18;PJ;13;1;Direta;14;0.071
Setembro;2025-09-18;TRILOG;6;0;Direta;6;0.0
Setembro;2025-09-18;REU;23;0;Direta;23;0.0
Setembro;2025-09-18;Riviera;5;1;Direta;6;0.167
Setembro;2025-09-19;FE;0;0;LML;0;0.0
Setembro;2025-09-19;DMD;12;2;LML;14;0.143
Setembro;2025-09-19;Zumpy;51;6;LML;57;0.105
Setembro;2025-09-19;Zoom;9;0;LML;9;0.0
Setembro;2025-09-19;Assis Rio;46;4;Direta;50;0.08
Setembro;2025-09-19;PJ;13;2;Direta;15;0.133
Setembro;2025-09-19;TRILOG;6;1;Direta;7;0.143
Setembro;2025-09-19;REU;28;1;Direta;29;0.034
Setembro;2025-09-19;Riviera;7;2;Direta;9;0.222
Setembro;2025-09-20;FE;36;4;LML;40;0.1
Setembro;2025-09-20;DMD;18;2;LML;20;0.1
Setembro;2025-09-20;Zumpy;45;4;LML;49;0.082
Setembro;2025-09-20;Zoom;6;0;LML;6;0.0
Setembro;2025-09-20;Assis Rio;46;4;Direta;50;0.08
Setembro;2025-09-20;PJ;12;1;Direta;13;0.077
Setembro;2025-09-20;TRILOG;6;0;Direta;6;0.0
Setembro;2025-09-20;REU;31;2;Direta;33;0.061
Setembro;2025-09-20;Riviera;7;1;Direta;8;0.125
Setembro;2025-09-21;FE;0;0;LML;0;0.0
Setembro;2025-09-21;DMD;0;0;LML;0;0.0
Setembro;2025-09-21;Zumpy;0;0;LML;0;0.0
Setembro;2025-09-21;Zoom;0;0;LML;0;0.0
Setembro;2025-09-21;Assis Rio;0;0;Direta;0;0.0
Setembro;2025-09-21;PJ;0;0;Direta;0;0.0
Setembro;2025-09-21;TRILOG;0;0;Direta;0;0.0
Setembro;2025-09-21;REU;0;0;Direta;0;0.0
Setembro;2025-09-21;Riviera;0;0;Direta;0;0.0
Setembro;2025-09-22;FE;30;3;LML;33;0.091
Setembro;2025-09-22;DMD;14;2;LML;16;0.125
Setembro;2025-09-22;Zumpy;40;4;LML;44;0.091
Setembro;2025-09-22;Zoom;5;1;LML;6;0.167
Setembro;2025-09-22;Assis Rio;42;3;Direta;45;0.067
Setembro;2025-09-22;PJ;14;2;Direta;16;0.125
Setembro;2025-09-22;TRILOG;3;0;Direta;3;0.0
Setembro;2025-09-22;REU;26;3;Direta;29;0.103
Setembro;2025-09-22;Riviera;2;0;Direta;2;0.0
Setembro;2025-09-23;FE;33;3;LML;36;0.083
Setembro;2025-09-23;DMD;13;2;LML;15;0.133
Setembro;2025-09-23;Zumpy;36;4;LML;40;0.1
Setembro;2025-09-23;Zoom;5;1;LML;6;0.167
Setembro;2025-09-23;Assis Rio;61;2;Direta;63;0.032
Setembro;2025-09-23;PJ;7;3;Direta;10;0.3
Setembro;2025-09-23;TRILOG;5;1;Direta;6;0.167
Setembro;2025-09-23;REU;20;2;Direta;22;0.091
Setembro;2025-09-23;Riviera;4;1;Direta;5;0.2
Setembro;2025-09-24;FE;35;4;LML;39;0.103
Setembro;2025-09-24;DMD;16;1;LML;17;0.059
Setembro;2025-09-24;Zumpy;40;6;LML;46;0.13
Setembro;2025-09-24;Zoom;7;1;LML;8;0.125
Setembro;2025-09-24;Assis Rio;47;5;Direta;52;0.096
Setembro;2025-09-24;PJ;12;1;Direta;13;0.077
Setembro;2025-09-24;TRILOG;5;1;Direta;6;0.167
Setembro;2025-09-24;REU;25;2;Direta;27;0.074
Setembro;2025-09-24;Riviera;3;0;Direta;3;0.0
Setembro;2025-09-25;FE;32;3;LML;35;0.086
Setembro;2025-09-25;DMD;16;0;LML;16;0.0
Setembro;2025-09-25;Zumpy;41;3;LML;44;0.068
Setembro;2025-09-25;Zoom;7;3;LML;10;0.3
Setembro;2025-09-25;Assis Rio;42;6;Direta;48;0.125
Setembro;2025-09-25;PJ;13;0;Direta;13;0.0
Setembro;2025-09-25;TRILOG;7;0;Direta;7;0.0
Setembro;2025-09-25;REU;23;3;Direta;26;0.115
Setembro;2025-09-25;Riviera;5;1;Direta;6;0.167
Setembro;2025-09-26;FE;30;3;LML;33;0.091
Setembro;2025-09-26;DMD;21;3;LML;24;0.125
Setembro;2025-09-26;Zumpy;46;4;LML;50;0.08
Setembro;2025-09-26;Zoom;9;1;LML;10;0.1
Setembro;2025-09-26;Assis Rio;45;3;Direta;48;0.063
Setembro;2025-09-26;PJ;13;1;Direta;14;0.071
