MÊS ;DATA;TRANSPORTADORA;LIBERADOS;MALHA ;OPERAÇÃO;TOTAL TRANSPORTADORAS;% MALHA
Setembro;2025-09-26;TRILOG;5;2;Direta;7;0.286
Setembro;2025-09-26;REU;29;2;Direta;31;0.065
Setembro;2025-09-26;Riviera;5;1;Direta;6;0.167
Setembro;2025-09-27;FE;20;1;LML;21;0.048
Setembro;2025-09-27;DMD;16;1;LML;17;0.059
Setembro;2025-09-27;Zumpy;26;6;LML;32;0.188
Setembro;2025-09-27;Zoom;5;0;LML;5;0.0
Setembro;2025-09-27;Assis Rio;35;2;Direta;37;0.054
Setembro;2025-09-27;PJ;14;2;Direta;16;0.125
Setembro;2025-09-27;TRILOG;4;2;Direta;6;0.333
Setembro;2025-09-27;REU;22;2;Direta;24;0.083
Setembro;2025-09-27;Riviera;5;2;Direta;7;0.286
Setembro;2025-09-28;FE;0;0;LML;0;0.0
Setembro;2025-09-28;DMD;0;0;LML;0;0.0
Setembro;2025-09-28;Zumpy;0;0;LML;0;0.0
Setembro;2025-09-28;Zoom;0;0;LML;0;0.0
Setembro;2025-09-28;Assis Rio;0;0;Direta;0;0.0
Setembro;2025-09-28;PJ;0;0;Direta;0;0.0
Setembro;2025-09-28;TRILOG;0;0;Direta;0;0.0
Setembro;2025-09-28;REU;0;0;Direta;0;0.0
Setembro;2025-09-28;Riviera;0;0;Direta;0;0.0
Setembro;2025-09-29;FE;35;5;LML;40;0.125
Setembro;2025-09-29;DMD;20;2;LML;22;0.091
Setembro;2025-09-29;Zumpy;49;3;LML;52;0.058
Setembro;2025-09-29;Zoom;6;1;LML;7;0.143
Setembro;2025-09-29;Assis Rio;46;3;Direta;49;0.061
Setembro;2025-09-29;PJ;13;2;Direta;15;0.133
Setembro;2025-09-29;TRILOG;6;1;Direta;7;0.143
Setembro;2025-09-29;REU;31;3;Direta;34;0.088
Setembro;2025-09-29;Riviera;7;1;Direta;8;0.125
Setembro;2025-09-30;FE;31;3;LML;34;0.088
Setembro;2025-09-30;DMD;21;2;LML;23;0.087
Setembro;2025-09-30;Zumpy;41;6;LML;47;0.128
Setembro;2025-09-30;Zoom;7;0;LML;7;0.0
Setembro;2025-09-30;Assis Rio;44;3;Direta;47;0.064
Setembro;2025-09-30;PJ;14;4;Direta;18;0.222
Setembro;2025-09-30;TRILOG;7;0;Direta;7;0.0
Setembro;2025-09-30;REU;25;1;Direta;26;0.038
Setembro;2025-09-30;Riviera;5;0;Direta;5;0.0
Outubro;2025-10-01;FE;35;3;LML;38;0.079
Outubro;2025-10-01;DMD;21;2;LML;23;0.087
Outubro;2025-10-01;Zumpy;52;4;LML;56;0.071
Outubro;2025-10-01;Zoom;10;1;LML;11;0.091
Outubro;2025-10-01;Assis Rio;41;3;Direta;44;0.068
Outubro;2025-10-01;PJ;13;3;Direta;16;0.188
Outubro;2025-10-01;TRILOG;5;0;Direta;5;0.0
Outubro;2025-10-01;REU;26;4;Direta;30;0.133
Outubro;2025-10-01;Riviera;0;0;Direta;0;0.0
Outubro;2025-10-02;FE;33;3;LML;36;0.083
Outubro;2025-10-02;DMD;24;2;LML;26;0.077
Outubro;2025-10-02;Zumpy;54;4;LML;58;0.069
Outubro;2025-10-02;Zoom;8;1;LML;9;0.111
Outubro;2025-10-02;Assis Rio;44;4;Direta;48;0.083
Outubro;2025-10-02;PJ;14;2;Direta;16;0.125
Outubro;2025-10-02;TRILOG;7;1;Direta;8;0.125
Outubro;2025-10-02;REU;23;1;Direta;24;0.042
Outubro;2025-10-02;Riviera;3;1;Direta;4;0.25
Outubro;2025-10-03;FE;34;0;LML;34;0.0
Outubro;2025-10-03;DMD;23;2;LML;25;0.08
Outubro;2025-10-03;Zumpy;47;5;LML;52;0.096
Outubro;2025-10-03;Zoom;8;2;LML;10;0.2
Outubro;2025-10-03;Assis Rio;42;9;Direta;51;0.176
Outubro;2025-10-03;PJ;12;0;Direta;12;0.0
Outubro;2025-10-03;TRILOG;7;0;Direta;7;0.0
Outubro;2025-10-03;REU;26;0;Direta;26;0.0
Outubro;2025-10-03;Riviera;5;1;Direta;6;0.167
Outubro;2025-10-04;FE;21;1;LML;22;0.045
Outubro;2025-10-04;DMD;15;0;LML;15;0.0
Outubro;2025-10-04;Zumpy;28;4;LML;32;0.125
Outubro;2025-10-04;Zoom;5;1;LML;6;0.167
Outubro;2025-10-04;Assis Rio;37;4;Direta;41;0.098
Outubro;2025-10-04;PJ;15;2;Direta;17;0.118
Outubro;2025-10-04;TRILOG;5;1;Direta;6;0.167
Outubro;2025-10-04;REU;25;1;Direta;26;0.038
Outubro;2025-10-04;Riviera;4;0;Direta;4;0.0
Outubro;2025-10-05;FE;0;0;LML;0;0.0
Outubro;2025-10-05;DMD;0;0;LML;0;0.0
Outubro;2025-10-05;Zumpy;0;0;LML;0;0.0
Outubro;2025-10-05;Zoom;0;0;LML;0;0.0
Outubro;2025-10-05;Assis Rio;0;0;Direta;0;0.0
Outubro;2025-10-05;PJ;0;0;Direta;0;0.0
Outubro;2025-10-05;TRILOG;0;0;Direta;0;0.0
Outubro;2025-10-05;REU;0;0;Direta;0;0.0
Outubro;2025-10-05;Riviera;0;0;Direta;0;0.0
Outubro;2025-10-06;FE;31;2;LML;33;0.061
Outubro;2025-10-06;DMD;24;3;LML;27;0.111
Outubro;2025-10-06;Zumpy;51;2;LML;53;0.038
Outubro;2025-10-06;Zoom;8;2;LML;10;0.2
Outubro;2025-10-06;Assis Rio;44;4;Direta;48;0.083
Outubro;2025-10-06;PJ;15;2;Direta;17;0.118
Outubro;2025-10-06;TRILOG;6;1;Direta;7;0.143
Outubro;2025-10-06;REU;34;2;Direta;36;0.056
Outubro;2025-10-06;Riviera;7;2;Direta;9;0.222
Outubro;2025-10-07;FE;26;3;LML;29;0.103
Outubro;2025-10-07;DMD;15;1;LML;16;0.063
Outubro;2025-10-07;Zumpy;38;5;LML;43;0.116
Outubro;2025-10-07;Zoom;5;0;LML;5;0.0
Outubro;2025-10-07;Assis Rio;39;3;Direta;42;0.071
Outubro;2025-10-07;PJ;15;1;Direta;16;0.063
Outubro;2025-10-07;TRILOG;7;0;Direta;7;0.0
Outubro;2025-10-07;REU;27;3;Direta;30;0.1
Outubro;2025-10-07;Riviera;6;2;Direta;8;0.25
Outubro;2025-10-08;FE;31;2;LML;33;0.061
Outubro;2025-10-08;DMD;21;2;LML;23;0.087
Outubro;2025-10-08;Zumpy;47;4;LML;51;0.078
Outubro;2025-10-08;Zoom;9;2;LML;11;0.182
Outubro;2025-10-08;Assis Rio;44;6;Direta;50;0.12
Outubro;2025-10-08;PJ;15;1;Direta;16;0.063
Outubro;2025-10-08;TRILOG;5;1;Direta;6;0.167
Outubro;2025-10-08;REU;28;0;Direta;28;0.0
Outubro;2025-10-08;Riviera;4;0;Direta;4;0.0
Outubro;2025-10-09;FE;31;3;LML;34;0.088
Outubro;2025-10-09;DMD;22;1;LML;23;0.043
Outubro;2025-10-09;Zumpy;50;5;LML;55;0.091
Outubro;2025-10-09;Zoom;10;0;LML;10;0.0
Outubro;2025-10-09;Assis Rio;43;3;Direta;46;0.065
Outubro;2025-10-09;PJ;13;1;Direta;14;0.071
Outubro;2025-10-09;TRILOG;6;0;Direta;6;0.0
Outubro;2025-10-09;REU;25;3;Direta;28;0.107
Outubro;2025-10-09;Riviera;5;2;Direta;7;0.286
Outubro;2025-10-10;FE;36;3;LML;39;0.077
Outubro;2025-10-10;DMD;20;3;LML;23;0.13
Outubro;2025-10-10;Zumpy;49;4;LML;53;0.075
Outubro;2025-10-10;Zoom;8;1;LML;9;0.111
Outubro;2025-10-10;Assis Rio;42;3;Direta;45;0.067
Outubro;2025-10-10;PJ;11;2;Direta;13;0.154
Outubro;2025-10-10;TRILOG;5;1;Direta;6;0.167
Outubro;2025-10-10;REU;28;3;Direta;31;0.097
Outubro;2025-10-10;Riviera;4;0;Direta;4;0.0
Outubro;2025-10-11;FE;25;2;LML;27;0.074
Outubro;2025-10-11;DMD;18;1;LML;19;0.053
Outubro;2025-10-11;Zumpy;31;4;LML;35;0.114
Outubro;2025-10-11;Zoom;0;0;LML;0;0.0
Outubro;2025-10-11;Assis Rio;38;3;Direta;41;0.073
Outubro;2025-10-11;PJ;14;2;Direta;16;0.125
Outubro;2025-10-11;TRILOG;3;1;Direta;4;0.25
Outubro;2025-10-11;REU;26;1;Direta;27;0.037
Outubro;2025-10-11;Riviera;4;1;Direta;5;0.2
Outubro;2025-10-12;FE;0;0;LML;0;0.0
Outubro;2025-10-12;DMD;0;0;LML;0;0.0
Outubro;2025-10-12;Zumpy;0;0;LML;0;0.0
Outubro;2025-10-12;Zoom;0;0;LML;0;0.0
Outubro;2025-10-12;Assis Rio;0;0;Direta;0;0.0
Outubro;2025-10-12;PJ;0;0;Direta;0;0.0
Outubro;2025-10-12;TRILOG;0;0;Direta;0;0.0
Outubro;2025-10-12;REU;0;0;Direta;0;0.0
Outubro;2025-10-12;Riviera;0;0;Direta;0;0.0
Outubro;2025-10-13;FE;35;3;LML;38;0.079
Outubro;2025-10-13;DMD;25;2;LML;27;0.074
Outubro;2025-10-13;Zumpy;46;2;LML;48;0.042
Outubro;2025-10-13;Zoom;11;1;LML;12;0.083
Outubro;2025-10-13;Assis Rio;41;3;Direta;44;0.068
Outubro;2025-10-13;PJ;16;1;Direta;17;0.059
Outubro;2025-10-13;TRILOG;6;2;Direta;8;0.25
Outubro;2025-10-13;REU;24;1;Direta;25;0.04
Outubro;2025-10-13;Riviera;7;1;Direta;8;0.125
Outubro;2025-10-14;FE;34;3;LML;37;0.081
Outubro;2025-10-14;DMD;21;2;LML;23;0.087
Outubro;2025-10-14;Zumpy;50;5;LML;55;0.091
Outubro;2025-10-14;Zoom;8;1;LML;9;0.111
Outubro;2025-10-14;Assis Rio;42;3;Direta;45;0.067
Outubro;2025-10-14;PJ;14;2;Direta;16;0.125
Outubro;2025-10-14;TRILOG;7;1;Direta;8;0.125
Outubro;2025-10-14;REU;29;2;Direta;31;0.065
Outubro;2025-10-14;Riviera;5;2;Direta;7;0.286
Outubro;2025-10-15;FE;38;3;LML;41;0.073
Outubro;2025-10-15;DMD;25;5;LML;30;0.167
Outubro;2025-10-15;Zumpy;46;2;LML;48;0.042
Outubro;2025-10-15;Zoom;10;2;LML;12;0.167
Outubro;2025-10-15;Assis Rio;42;2;Direta;44;0.045
Outubro;2025-10-15;PJ;17;4;Direta;21;0.19
Outubro;2025-10-15;TRILOG;5;2;Direta;7;0.286
Outubro;2025-10-15;REU;26;2;Direta;28;0.071
Outubro;2025-10-15;Riviera;4;0;Direta;4;0.0
Outubro;2025-10-16;FE;50;4;LML;54;0.074
Outubro;2025-10-16;DMD;24;1;LML;25;0.04
Outubro;2025-10-16;Zumpy;49;4;LML;53;0.075
Outubro;2025-10-16;Zoom;0;0;LML;0;0.0
Outubro;2025-10-16;Assis Rio;41;2;Direta;43;0.047
Outubro;2025-10-16;PJ;14;2;Direta;16;0.125
Outubro;2025-10-16;TRILOG;6;1;Direta;7;0.143
Outubro;2025-10-16;REU;23;1;Direta;24;0.042
Outubro;2025-10-16;Riviera;4;0;Direta;4;0.0
Outubro;2025-10-17;FE;39;3;LML;42;0.071
Outubro;2025-10-17;DMD;22;2;LML;24;0.083
Outubro;2025-10-17;Zumpy;45;3;LML;48;0.063
Outubro;2025-10-17;Zoom;10;1;LML;11;0.091
Outubro;2025-10-17;Assis Rio;42;2;Direta;44;0.045
Outubro;2025-10-17;PJ;12;2;Direta;14;0.143
Outubro;2025-10-17;TRILOG;6;1;Direta;7;0.143
Outubro;2025-10-17;REU;9;3;Direta;12;0.25
Outubro;2025-10-17;Riviera;4;1;Direta;5;0.2
Outubro;2025-10-18;FE;33;3;LML;36;0.083
Outubro;2025-10-18;DMD;23;1;LML;24;0.042
Outubro;2025-10-18;Zumpy;42;5;LML;47;0.106
Outubro;2025-10-18;Zoom;8;1;LML;9;0.111
Outubro;2025-10-18;Assis Rio;39;4;Direta;43;0.093
Outubro;2025-10-18;PJ;15;1;Direta;16;0.063
Outubro;2025-10-18;TRILOG;3;0;Direta;3;0.0
Outubro;2025-10-18;REU;25;3;Direta;28;0.107
Outubro;2025-10-18;Riviera;4;0;Direta;4;0.0
Outubro;2025-10-19;FE;0;0;LML;0;0.0
Outubro;2025-10-19;DMD;0;0;LML;0;0.0
Outubro;2025-10-19;Zumpy;0;0;LML;0;0.0
Outubro;2025-10-19;Zoom;0;0;LML;0;0.0
Outubro;2025-10-19;Assis Rio;0;0;Direta;0;0.0
Outubro;2025-10-19;PJ;0;0;Direta;0;0.0
Outubro;2025-10-19;TRILOG;0;0;Direta;0;0.0
Outubro;2025-10-19;REU;0;0;Direta;0;0.0
Outubro;2025-10-19;Riviera;0;0;Direta;0;0.0
Outubro;2025-10-20;FE;0;0;LML;0;0.0
Outubro;2025-10-20;DMD;0;0;LML;0;0.0
Outubro;2025-10-20;Zumpy;0;0;LML;0;0.0
Outubro;2025-10-20;Zoom;0;0;LML;0;0.0
Outubro;2025-10-20;Assis Rio;0;0;Direta;0;0.0
Outubro;2025-10-20;PJ;0;0;Direta;0;0.0
Outubro;2025-10-20;TRILOG;0;0;Direta;0;0.0
Outubro;2025-10-20;REU;0;0;Direta;0;0.0
Outubro;2025-10-20;Riviera;0;0;Direta;0;0.0
Outubro;2025-10-21;FE;40;2;LML;42;0.048
Outubro;2025-10-21;DMD;23;2;LML;25;0.08
Outubro;2025-10-21;Zumpy;45;4;LML;49;0.082
Outubro;2025-10-21;Zoom;8;1;LML;9;0.111
Outubro;2025-10-21;Assis Rio;39;5;Direta;44;0.114
Outubro;2025-10-21;PJ;13;0;Direta;13;0.0
Outubro;2025-10-21;TRILOG;5;3;Direta;8;0.375
Outubro;2025-10-21;REU;21;2;Direta;23;0.087
Outubro;2025-10-21;Riviera;4;0;Direta;4;0.0
Outubro;2025-10-22;FE;40;2;LML;42;0.048
Outubro;2025-10-22;DMD;28;6;LML;34;0.176
Outubro;2025-10-22;Zumpy;50;3;LML;53;0.057
Outubro;2025-10-22;Zoom;11;1;LML;12;0.083
Outubro;2025-10-22;Assis Rio;44;3;Direta;47;0.064
Outubro;2025-10-22;PJ;16;3;Direta;19;0.158
Outubro;2025-10-22;TRILOG;5;1;Direta;6;0.167
Outubro;2025-10-22;REU;27;1;Direta;28;0.036
Outubro;2025-10-22;Riviera;4;0;Direta;4;0.0
Outubro;2025-10-23;FE;40;4;LML;44;0.091
Outubro;2025-10-23;DMD;26;4;LML;30;0.133
Outubro;2025-10-23;Zumpy;52;4;LML;56;0.071
Outubro;2025-10-23;Zoom;11;2;LML;13;0.154
Outubro;2025-10-23;Assis Rio;42;3;Direta;45;0.067
Outubro;2025-10-23;PJ;14;1;Direta;15;0.067
Outubro;2025-10-23;TRILOG;6;1;Direta;7;0.143
Outubro;2025-10-23;REU;25;2;Direta;27;0.074
Outubro;2025-10-23;Riviera;5;0;Direta;5;0.0
Outubro;2025-10-24;FE;40;4;LML;44;0.091
Outubro;2025-10-24;DMD;26;3;LML;29;0.103
Outubro;2025-10-24;Zumpy;48;5;LML;53;0.094
Outubro;2025-10-24;Zoom;9;0;LML;9;0.0
Outubro;2025-10-24;Assis Rio;45;5;Direta;50;0.1
Outubro;2025-10-24;PJ;14;1;Direta;15;0.067
Outubro;2025-10-24;TRILOG;6;1;Direta;7;0.143
Outubro;2025-10-24;REU;29;1;Direta;30;0.033
Outubro;2025-10-24;Riviera;4;1;Direta;5;0.2
Outubro;2025-10-25;FE;26;1;LML;27;0.037
Outubro;2025-10-25;DMD;21;3;LML;24;0.125
Outubro;2025-10-25;Zumpy;35;5;LML;40;0.125
Outubro;2025-10-25;Zoom;7;0;LML;7;0.0
Outubro;2025-10-25;Assis Rio;37;4;Direta;41;0.098
Outubro;2025-10-25;PJ;13;2;Direta;15;0.133
Outubro;2025-10-25;TRILOG;4;0;Direta;4;0.0
Outubro;2025-10-25;REU;25;1;Direta;26;0.038
Outubro;2025-10-25;Riviera;5;2;Direta;7;0.286
Outubro;2025-10-26;FE;0;0;LML;0;0.0
Outubro;2025-10-26;DMD;0;0;LML;0;0.0
Outubro;2025-10-26;Zumpy;0;0;LML;0;0.0
Outubro;2025-10-26;Zoom;0;0;LML;0;0.0
Outubro;2025-10-26;Assis Rio;0;0;Direta;0;0.0
Outubro;2025-10-26;PJ;0;0;Direta;0;0.0
Outubro;2025-10-26;TRILOG;0;0;Direta;0;0.0
Outubro;2025-10-26;REU;0;0;Direta;0;0.0
Outubro;2025-10-26;Riviera;0;0;Direta;0;0.0
Outubro;2025-10-27;FE;37;3;LML;40;0.075
Outubro;2025-10-27;DMD;20;2;LML;22;0.091
Outubro;2025-10-27;Zumpy;52;4;LML;56;0.071
Outubro;2025-10-27;Zoom;8;2;LML;10;0.2
Outubro;2025-10-27;Assis Rio;43;3;Direta;46;0.065
Outubro;2025-10-27;PJ;18;1;Direta;19;0.053
Outubro;2025-10-27;TRILOG;7;1;Direta;8;0.125
Outubro;2025-10-27;REU;31;4;Direta;35;0.114
Outubro;2025-10-27;Riviera;7;1;Direta;8;0.125
Outubro;2025-10-28;FE;37;1;LML;38;0.026
Outubro;2025-10-28;DMD;19;2;LML;21;0.095
Outubro;2025-10-28;Zumpy;44;4;LML;48;0.083
Outubro;2025-10-28;Zoom;8;2;LML;10;0.2
Outubro;2025-10-28;Assis Rio;42;4;Direta;46;0.087
Outubro;2025-10-28;PJ;16;2;Direta;18;0.111
Outubro;2025-10-28;TRILOG;6;1;Direta;7;0.143
Outubro;2025-10-28;REU;29;1;Direta;30;0.033
Outubro;2025-10-28;Riviera;5;1;Direta;6;0.167
Outubro;2025-10-29;FE;35;2;LML;37;0.054
Outubro;2025-10-29;DMD;28;4;LML;32;0.125
Outubro;2025-10-29;Zumpy;49;4;LML;53;0.075
Outubro;2025-10-29;Zoom;10;2;LML;12;0.167
Outubro;2025-10-29;Assis Rio;40;3;Direta;43;0.07
Outubro;2025-10-29;PJ;15;3;Direta;18;0.167
Outubro;2025-10-29;TRILOG;6;1;Direta;7;0.143
Outubro;2025-10-29;REU;23;2;Direta;25;0.08
Outubro;2025-10-29;Riviera;4;0;Direta;4;0.0
Outubro;2025-10-30;FE;33;3;LML;36;0.083
Outubro;2025-10-30;DMD;24;2;LML;26;0.077
Outubro;2025-10-30;Zumpy;50;5;LML;55;0.091
Outubro;2025-10-30;Zoom;10;1;LML;11;0.091
Outubro;2025-10-30;Assis Rio;38;4;Direta;42;0.095
Outubro;2025-10-30;PJ;14;1;Direta;15;0.067
Outubro;2025-10-30;TRILOG;6;0;Direta;6;0.0
Outubro;2025-10-30;REU;22;1;Direta;23;0.043
Outubro;2025-10-30;Riviera;5;2;Direta;7;0.286
Outubro;2025-10-31;FE;37;2;LML;39;0.051
Outubro;2025-10-31;DMD;21;4;LML;25;0.16
Outubro;2025-10-31;Zumpy;54;5;LML;59;0.085
Outubro;2025-10-31;Zoom;8;1;LML;9;0.111
Outubro;2025-10-31;Assis Rio;45;4;Direta;49;0.082
Outubro;2025-10-31;PJ;14;1;Direta;15;0.067
Outubro;2025-10-31;TRILOG;6;0;Direta;6;0.0
Outubro;2025-10-31;REU;26;3;Direta;29;0.103
Outubro;2025-10-31;Riviera;6;1;Direta;7;0.143
Novembro;2025-11-01;FE;0;0;LML;0;0.0
Novembro;2025-11-01;DMD;19;1;LML;20;0.05
Novembro;2025-11-01;Zumpy;0;0;LML;0;0.0
Novembro;2025-11-01;Zoom;6;1;LML;7;0.143
Novembro;2025-11-01;Assis Rio;36;2;Direta;38;0.053
Novembro;2025-11-01;PJ;15;2;Direta;17;0.118
Novembro;2025-11-01;TRILOG;3;0;Direta;3;0.0
Novembro;2025-11-01;REU;27;2;Direta;29;0.069
Novembro;2025-11-01;Riviera;4;2;Direta;6;0.333
Novembro;2025-11-02;FE;0;0;LML;0;0.0
Novembro;2025-11-02;DMD;0;0;LML;0;0.0
Novembro;2025-11-02;Zumpy;0;0;LML;0;0.0
Novembro;2025-11-02;Zoom;0;0;LML;0;0.0
Novembro;2025-11-02;Assis Rio;0;0;Direta;0;0.0
Novembro;2025-11-02;PJ;0;0;Direta;0;0.0
Novembro;2025-11-02;TRILOG;0;0;Direta;0;0.0
Novembro;2025-11-02;REU;0;0;Direta;0;0.0
Novembro;2025-11-02;Riviera;0;0;Direta;0;0.0
Novembro;2025-11-03;FE;0;0;LML;0;0.0
Novembro;2025-11-03;DMD;20;1;LML;21;0.048
Novembro;2025-11-03;Zumpy;0;0;LML;0;0.0
Novembro;2025-11-03;Zoom;8;1;LML;9;0.111
Novembro;2025-11-03;Assis Rio;43;3;Direta;46;0.065
Novembro;2025-11-03;PJ;15;3;Direta;18;0.167
Novembro;2025-11-03;TRILOG;6;0;Direta;6;0.0
Novembro;2025-11-03;REU;32;4;Direta;36;0.111
Novembro;2025-11-03;Riviera;5;0;Direta;5;0.0
Novembro;2025-11-04;FE;35;4;LML;39;0.103
Novembro;2025-11-04;DMD;20;3;LML;23;0.13
Novembro;2025-11-04;Zumpy;48;2;LML;50;0.04
Novembro;2025-11-04;Zoom;8;2;LML;10;0.2
Novembro;2025-11-04;Assis Rio;43;2;Direta;45;0.044
Novembro;2025-11-04;PJ;17;2;Direta;19;0.105
Novembro;2025-11-04;TRILOG;5;0;Direta;5;0.0
Novembro;2025-11-04;REU;27;4;Direta;31;0.129
Novembro;2025-11-04;Riviera;6;1;Direta;7;0.143
Novembro;2025-11-05;FE;36;4;LML;40;0.1
Novembro;2025-11-05;DMD;26;2;LML;28;0.071
Novembro;2025-11-05;Zumpy;56;5;LML;61;0.082
Novembro;2025-11-05;Zoom;11;1;LML;12;0.083
Novembro;2025-11-05;Assis Rio;46;5;Direta;51;0.098
Novembro;2025-11-05;PJ;15;0;Direta;15;0.0
Novembro;2025-11-05;TRILOG;6;1;Direta;7;0.143
Novembro;2025-11-05;REU;27;2;Direta;29;0.069
Novembro;2025-11-05;Riviera;5;1;Direta;6;0.167
Novembro;2025-11-06;FE;37;3;LML;40;0.075
Novembro;2025-11-06;DMD;24;2;LML;26;0.077
Novembro;2025-11-06;Zumpy;54;5;LML;59;0.085
Novembro;2025-11-06;Zoom;10;1;LML;11;0.091
Novembro;2025-11-06;Assis Rio;44;3;Direta;47;0.064
Novembro;2025-11-06;PJ;17;1;Direta;18;0.056
Novembro;2025-11-06;TRILOG;6;3;Direta;9;0.333
Novembro;2025-11-06;REU;27;1;Direta;28;0.036
Novembro;2025-11-06;Riviera;7;2;Direta;9;0.222
Novembro;2025-11-07;FE;36;3;LML;39;0.077
Novembro;2025-11-07;DMD;20;4;LML;24;0.167
Novembro;2025-11-07;Zumpy;50;4;LML;54;0.074
Novembro;2025-11-07;Zoom;6;0;LML;6;0.0
Novembro;2025-11-07;Assis Rio;47;4;Direta;51;0.078
Novembro;2025-11-07;PJ;15;1;Direta;16;0.063
Novembro;2025-11-07;TRILOG;6;1;Direta;7;0.143
Novembro;2025-11-07;REU;35;3;Direta;38;0.079
Novembro;2025-11-07;Riviera;6;1;Direta;7;0.143
Novembro;2025-11-08;FE;30;3;LML;33;0.091
Novembro;2025-11-08;DMD;22;6;LML;28;0.214
Novembro;2025-11-08;Zumpy;0;0;LML;0;0.0
Novembro;2025-11-08;Zoom;5;0;LML;5;0.0
Novembro;2025-11-08;Assis Rio;43;2;Direta;45;0.044
Novembro;2025-11-08;PJ;16;2;Direta;18;0.111
Novembro;2025-11-08;TRILOG;4;1;Direta;5;0.2
Novembro;2025-11-08;REU;30;4;Direta;34;0.118
Novembro;2025-11-08;Riviera;5;1;Direta;6;0.167
Novembro;2025-11-09;FE;0;0;LML;0;0.0
Novembro;2025-11-09;DMD;0;0;LML;0;0.0
Novembro;2025-11-09;Zumpy;0;0;LML;0;0.0
Novembro;2025-11-09;Zoom;0;0;LML;0;0.0
Novembro;2025-11-09;Assis Rio;0;0;Direta;0;0.0
Novembro;2025-11-09;PJ;8;0;Direta;8;0.0
Novembro;2025-11-09;TRILOG;3;0;Direta;3;0.0
Novembro;2025-11-09;REU;0;0;Direta;0;0.0
Novembro;2025-11-09;Riviera;0;0;Direta;0;0.0
Novembro;2025-11-10;FE;35;5;LML;40;0.125
Novembro;2025-11-10;DMD;20;1;LML;21;0.048
Novembro;2025-11-10;Zumpy;0;0;LML;0;0.0
Novembro;2025-11-10;Zoom;5;2;LML;7;0.286
Novembro;2025-11-10;Assis Rio;45;4;Direta;49;0.082
Novembro;2025-11-10;PJ;16;2;Direta;18;0.111
Novembro;2025-11-10;TRILOG;6;1;Direta;7;0.143
Novembro;2025-11-10;REU;34;3;Direta;37;0.081
Novembro;2025-11-10;Riviera;6;2;Direta;8;0.25
Novembro;2025-11-11;FE;35;1;LML;36;0.028
Novembro;2025-11-11;DMD;29;4;LML;33;0.121
Novembro;2025-11-11;Zumpy;57;5;LML;62;0.081
Novembro;2025-11-11;Zoom;5;1;LML;6;0.167
Novembro;2025-11-11;Assis Rio;45;5;Direta;50;0.1
Novembro;2025-11-11;PJ;17;3;Direta;20;0.15
Novembro;2025-11-11;TRILOG;7;1;Direta;8;0.125
Novembro;2025-11-11;REU;31;2;Direta;33;0.061
Novembro;2025-11-11;Riviera;6;0;Direta;6;0.0
Novembro;2025-11-12;FE;35;3;LML;38;0.079
Novembro;2025-11-12;DMD;28;5;LML;33;0.152
Novembro;2025-11-12;Zumpy;60;4;LML;64;0.063
Novembro;2025-11-12;Zoom;7;0;LML;7;0.0
Novembro;2025-11-12;Assis Rio;48;2;Direta;50;0.04
Novembro;2025-11-12;PJ;18;2;Direta;20;0.1
Novembro;2025-11-12;TRILOG;6;1;Direta;7;0.143
Novembro;2025-11-12;REU;35;2;Direta;37;0.054
Novembro;2025-11-12;Riviera;6;3;Direta;9;0.333
Novembro;2025-11-13;FE;37;3;LML;40;0.075
Novembro;2025-11-13;DMD;27;4;LML;31;0.129
Novembro;2025-11-13;Zumpy;58;4;LML;62;0.065
Novembro;2025-11-13;Zoom;8;1;LML;9;0.111
Novembro;2025-11-13;Assis Rio;46;4;Direta;50;0.08
Novembro;2025-11-13;PJ;17;4;Direta;21;0.19
Novembro;2025-11-13;TRILOG;6;0;Direta;6;0.0
Novembro;2025-11-13;REU;32;2;Direta;34;0.059
Novembro;2025-11-13;Riviera;4;0;Direta;4;0.0
Novembro;2025-11-14;FE;34;4;LML;38;0.105
Novembro;2025-11-14;DMD;26;4;LML;30;0.133
Novembro;2025-11-14;Zumpy;53;4;LML;57;0.07
Novembro;2025-11-14;Zoom;8;0;LML;8;0.0
Novembro;2025-11-14;Assis Rio;47;3;Direta;50;0.06
Novembro;2025-11-14;PJ;17;2;Direta;19;0.105
Novembro;2025-11-14;TRILOG;7;3;Direta;10;0.3
Novembro;2025-11-14;REU;31;3;Direta;34;0.088
Novembro;2025-11-14;Riviera;6;0;Direta;6;0.0
Novembro;2025-11-15;FE;29;2;LML;31;0.065
Novembro;2025-11-15;DMD;22;2;LML;24;0.083
Novembro;2025-11-15;Zumpy;43;4;LML;47;0.085
Novembro;2025-11-15;Zoom;7;2;LML;9;0.222
Novembro;2025-11-15;Assis Rio;17;2;Direta;19;0.105
Novembro;2025-11-15;PJ;17;3;Direta;20;0.15
Novembro;2025-11-15;TRILOG;4;0;Direta;4;0.0
Novembro;2025-11-15;REU;25;3;Direta;28;0.107
Novembro;2025-11-15;Riviera;4;0;Direta;4;0.0
Novembro;2025-11-16;FE;0;0;LML;0;0.0
Novembro;2025-11-16;DMD;0;0;LML;0;0.0
Novembro;2025-11-16;Zumpy;0;0;LML;0;0.0
Novembro;2025-11-16;Zoom;0;0;LML;0;0.0
Novembro;2025-11-16;Assis Rio;0;0;Direta;0;0.0
Novembro;2025-11-16;PJ;15;0;Direta;15;0.0
